Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
ALDX	"[""ALDX""]"	nACSKltqKa	2026-05-10 09:45:00	ROSEN, A RANKED AND LEADING LAW FIRM, Encourages Aldeyra Therapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - ALDX	ACCESSWIRE	55.6	0.3718	0.0842	0.544	0.2876	positive		YES	NASDAQ	1.77	1.14	2026-05-10 09:45:00				0.137	0.1668	0.0743	0.539	0.0689	0.2152
SRAD	"[""SRAD"", ""1M4""]"	nACSkHsQFa	2026-05-10 10:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sportradar Group AG - SRAD	ACCESSWIRE	185.52	0.1027	0.0884	0.809	0.0143	neutral		NO:sentiment_score	NASDAQ	13.3	1.14	2026-05-10 10:00:00				-0.1016	-0.0671	-0.0255	-0.0538	-0.0285	-0.1134
1M4	"[""SRAD"", ""1M4""]"	nACSkHsQFa	2026-05-10 10:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sportradar Group AG - SRAD	ACCESSWIRE		0.1027	0.0884	0.809	0.0143	neutral		NO:sentiment_score,Float	NASDAQ			2026-05-10 10:00:00				0.0	0.0026	0.0028	0.0028	-0.0066	0.0
PHR	"[""PHR""]"	nACSRcBcHa	2026-05-10 10:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Phreesia, Inc. - PHR	ACCESSWIRE	46.13	0.1215	0.0652	0.8133	0.0562	positive		YES	NYSE	10.21	0.79	2026-05-10 10:00:00				-0.4612	-0.5736	-0.2623	-0.2989	-0.2467	-0.6434
BRKM3	"[""BAK"", ""BRKM3""]"	nACSk9CgXa	2026-05-10 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Braskem S.A. - BAK	ACCESSWIRE		0.1035	0.1073	0.7892	-0.0038	neutral		NO:sentiment_score,Float	NYSE			2026-05-10 10:00:01				0.0	0.0026	0.0028	0.0028	-0.0052	0.0
BAK	"[""BAK"", ""BRKM3""]"	nACSk9CgXa	2026-05-10 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Braskem S.A. - BAK	ACCESSWIRE	172.53	0.1035	0.1073	0.7892	-0.0038	neutral		NO:sentiment_score	NYSE	3.87	2.65	2026-05-10 10:00:01				-0.3181	-0.4829	-0.2218	-0.0081	-0.1934	-0.5146
JILL	"[""JILL""]"	nACSPpJjCa	2026-05-10 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of J. Jill, Inc. - JILL	ACCESSWIRE	6.53	0.0728	0.0517	0.8755	0.0211	neutral		NO:sentiment_score	NYSE	13.27	0.53	2026-05-10 10:00:01				0.0	0.0026	0.0028	0.0028	-0.0048	0.0
BYRN	"[""BYRN""]"	nACSmS8Ska	2026-05-10 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Byrna Technologies Inc. - BYRN	ACCESSWIRE	17.76	0.0992	0.0909	0.8099	0.0083	neutral		NO:sentiment_score	NASDAQ	5.34	-0.74	2026-05-10 10:00:01				-0.0518	-0.0598	-0.0245	-0.0518	-0.0334	-0.0835
GAIA	"[""GAIA""]"	nACSXf25La	2026-05-10 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Gaia, Inc. - GAIA	ACCESSWIRE	17.79	0.0948	0.081	0.8242	0.0138	neutral		NO:sentiment_score	NASDAQ	2.56	0.0	2026-05-10 10:00:01				-0.0936	-0.1604	-0.033	0.3544	-0.0459	-0.2016
ORIC	"[""ORIC""]"	nACSq0nBLa	2026-05-10 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ORIC Pharmaceuticals, Inc. - ORIC	ACCESSWIRE	58.22	0.102	0.0937	0.8042	0.0083	neutral		NO:sentiment_score	NASDAQ	9.23	4.29	2026-05-10 10:00:01				-0.0675	-0.0306	-0.0147	-0.0202	-0.0267	-0.0675
BTGO	"[""BTGO""]"	nACS3QQ2ra	2026-05-10 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of BitGo Holdings, Inc. - BTGO	ACCESSWIRE	65.1	0.1231	0.1009	0.7761	0.0222	neutral		NO:sentiment_score	NYSE	12.99	3.34	2026-05-10 10:00:02				0.0	0.0026	0.0028	0.0028	-0.0048	0.0
PICS	"[""PICS""]"	nACSWsjjxa	2026-05-10 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of PicS N.V. - PICS	ACCESSWIRE	22.23	0.106	0.1098	0.7842	-0.0037	neutral		NO:sentiment_score	NASDAQ	12.82	2.64	2026-05-10 10:00:02				0.0	0.0026	0.0028	0.0028	-0.0052	0.0
NNOX	"[""NNOX""]"	nACShjkxxa	2026-05-10 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Nano-X Imaging Ltd. - NNOX	ACCESSWIRE	69.02	0.121	0.1201	0.7589	0.0009	neutral		NO:sentiment_score	NASDAQ	1.74	1.16	2026-05-10 10:00:02				-0.1959	-0.3206	-0.0815	0.1304	-0.0911	-0.4106
VALN	"[""VALN"", ""VLS""]"	nACSGTrGQa	2026-05-10 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Valneva SE - VALN	ACCESSWIRE	81.45	0.0968	0.0941	0.809	0.0027	neutral		NO:sentiment_score	NASDAQ	6.65	18.96	2026-05-10 10:00:02				0.1693	0.1881	0.0694	0.1186	0.057	0.2599
VLS	"[""VALN"", ""VLS""]"	nACSGTrGQa	2026-05-10 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Valneva SE - VALN	ACCESSWIRE		0.0968	0.0941	0.809	0.0027	neutral		NO:sentiment_score,Float	NASDAQ			2026-05-10 10:00:02				0.4137	0.2653	0.1056	0.1402	0.1118	0.4137
LCID	"[""LCID""]"	nACScYdB8a	2026-05-10 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Lucid Group, Inc. - LCID	ACCESSWIRE	109.91	0.1265	0.0986	0.7749	0.028	neutral		NO:sentiment_score	NASDAQ	6.35	0.79	2026-05-10 10:00:02				-0.0547	-0.025	-0.0116	-0.016	-0.0228	-0.0547
BZAI	"[""BZAI""]"	nACSnG9qHa	2026-05-10 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Blaize Holdings, Inc. - BZAI	ACCESSWIRE	83.57	0.091	0.065	0.844	0.026	neutral		NO:sentiment_score	NASDAQ	1.92	2.13	2026-05-10 10:00:02				-0.1135	-0.1995	-0.0424	0.1595	-0.0539	-0.261
PEPG	"[""PEPG""]"	nACSwK5HXa	2026-05-10 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of PepGen Inc. - PEPG	ACCESSWIRE	60.93	0.063	0.0566	0.8804	0.0064	neutral		NO:sentiment_score	NASDAQ	1.79	4.07	2026-05-10 10:00:03				-0.0286	-0.0105	-0.005	-0.0073	-0.0141	-0.0286
ADMA	"[""ADMA""]"	nACSn1lrLa	2026-05-10 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ADMA Biologics, Inc. - ADMA	ACCESSWIRE	224.61	0.1088	0.1025	0.7888	0.0063	neutral		NO:sentiment_score	NASDAQ	8.3	0.61	2026-05-10 10:00:03				-0.3964	-0.5026	-0.1764	0.11	-0.1938	-0.6054
ERAS	"[""ERAS""]"	nACSfvcbxa	2026-05-10 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Erasca, Inc. - ERAS 	ACCESSWIRE	186.79	0.0776	0.0599	0.8625	0.0177	neutral		NO:sentiment_score	NASDAQ	11.15	9.42	2026-05-10 10:00:03				-0.1522	-0.2197	-0.05	0.11	-0.0632	-0.304
M000	"[""EVTL"", ""M000""]"	nACSpbVGva	2026-05-10 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Vertical Aerospace Ltd. - EVTL	ACCESSWIRE		0.1042	0.1003	0.7955	0.0039	neutral		NO:sentiment_score,Float	NYSE			2026-05-10 10:00:03				-0.3987	-0.4643	-0.1955	-0.2169	-0.1832	-0.5409
EVTL	"[""EVTL"", ""M000""]"	nACSpbVGva	2026-05-10 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Vertical Aerospace Ltd. - EVTL	ACCESSWIRE	121.04	0.1042	0.1003	0.7955	0.0039	neutral		NO:sentiment_score	NYSE	2.94	4.63	2026-05-10 10:00:03				-0.3987	-0.4643	-0.1955	-0.2169	-0.1832	-0.5409
VERI	"[""VERI""]"	nACS3Bltba	2026-05-10 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Veritone, Inc. - VERI	ACCESSWIRE	81.54	0.1094	0.1421	0.7484	-0.0327	neutral		NO:sentiment_score	NASDAQ	2.27	6.07	2026-05-10 10:00:04				-0.4001	-0.501	-0.2274	-0.2184	-0.208	-0.5672
YRD	"[""YRD""]"	nACSlc9M3a	2026-05-10 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD	ACCESSWIRE	29.3007	0.1239	0.1018	0.7743	0.0221	neutral		NO:sentiment_score	NYSE	2.03	2.01	2026-05-10 10:00:04				-0.0038	0.0003	0.0012	0.001	-0.0051	-0.0038
11V	"[""FVRR"", ""11V""]"	nACSwvWMpa	2026-05-10 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Fiverr International Ltd. - FVRR	ACCESSWIRE		0.1562	0.1221	0.7217	0.034	neutral		NO:sentiment_score,Float	NYSE			2026-05-10 10:00:04				0.0	0.0026	0.0028	0.0028	-0.0052	0.0
FVRR	"[""FVRR"", ""11V""]"	nACSwvWMpa	2026-05-10 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Fiverr International Ltd. - FVRR	ACCESSWIRE	29.94	0.1562	0.1221	0.7217	0.034	neutral		NO:sentiment_score	NYSE	11.41	0.26	2026-05-10 10:00:04				-0.0224	-0.0074	-0.0035	-0.0052	-0.0117	-0.0224
REPL	"[""REPL""]"	nACSKGNFra	2026-05-10 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Replimune Group, Inc. - REPL	ACCESSWIRE	76.12	0.1092	0.1126	0.7782	-0.0035	neutral		NO:sentiment_score	NASDAQ	4.4	3.53	2026-05-10 10:00:04				0.3363	0.435	0.1362	0.23	0.1233	0.5506
CMPX	"[""CMPX""]"	nACS3wQ48a	2026-05-10 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Compass Therapeutics, Inc. - CMPX	ACCESSWIRE	120.66	0.1526	0.118	0.7294	0.0346	neutral		NO:sentiment_score	NASDAQ	1.91	4.37	2026-05-10 10:00:05				0.0398	0.0045	0.0297	0.4187	0.0246	-0.0003
RPD	"[""RPD""]"	nACSfXvKva	2026-05-10 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Rapid7, Inc. - RPD	ACCESSWIRE	63.86	0.121	0.1218	0.7572	-0.0007	neutral		NO:sentiment_score	NASDAQ	7.31	5.94	2026-05-10 10:00:05				0.0	0.0026	0.0028	0.0028	-0.0052	0.0
DERM	"[""DERM""]"	nACSSZ5fDa	2026-05-10 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Journey Medical Corporation - DERM	ACCESSWIRE	13.52	0.0979	0.0961	0.806	0.0017	neutral		NO:sentiment_score	NASDAQ	5.19	2.37	2026-05-10 10:00:05				-0.0953	-0.0453	-0.0217	-0.0295	-0.0385	-0.0953
GPK	"[""GPK""]"	nNFC80N9ZQ	2026-05-10 10:32:17	ROSEN, A LONGSTANDING LAW FIRM, Encourages Graphic Packaging Holding Company Investors to Secure Counsel Before Important Deadline in Securities Class Action - GPK	Newsfile Corp	291.17	0.1778	0.0152	0.8071	0.1626	positive		YES	NYSE	10.66	0.0	2026-05-10 10:32:17				0.1075	0.1279	0.0672	0.539	0.0471	0.1552
NNOX	"[""NNOX""]"	nACSMwJGda	2026-05-10 11:00:00	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Nano-X Imaging Ltd. (NNOX) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	69.02	0.1611	0.0745	0.7644	0.0865	positive		YES	NASDAQ	1.74	1.16	2026-05-10 11:00:00				0.0	-0.0042	-0.0038	-0.0038	-0.0089	0.0
ALDX	"[""ALDX""]"	nACSngwWLa	2026-05-10 11:00:00	Pomerantz LLP Reminds Investors: Securities Lawsuit Has Been Filed Against Aldeyra Therapeutics, Inc.  – ALDX	ACCESSWIRE	55.6	0.1143	0.3845	0.5012	-0.2702	negative		NO:sentiment_score	NASDAQ	1.77	1.14	2026-05-10 11:00:00				-0.0403	-0.0763	0.0006	0.2651	-0.0044	-0.107
ARDT	"[""ARDT""]"	nACS8PYlka	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Ardent Health, Inc. (ARDT) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	22.42	0.196	0.0579	0.7461	0.138	positive		YES	NYSE	10.35	2.37	2026-05-10 11:00:01				-0.0342	-0.0185	-0.0114	-0.0158	-0.0186	-0.0342
FBRT	"[""FBRT""]"	nACSGrtTJa	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Franklin BSP Realty Trust, Inc. (FBRT) and Encourages Investors to Learn More About the Investigation 	ACCESSWIRE	79.15	0.2691	0.1126	0.6183	0.1565	positive		YES	NYSE	9.1	0.11	2026-05-10 11:00:01				0.0	-0.0042	-0.0038	-0.0038	-0.0086	0.0
RMAX	"[""RMAX""]"	nACS1R5CMa	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating RE/MAX Holdings, Inc. (RMAX) And Encourages Shareholders to Connect	ACCESSWIRE	15.32	0.1452	0.161	0.6938	-0.0157	neutral		NO:sentiment_score	NYSE	10.44	-0.38	2026-05-10 11:00:01				-0.0482	-0.0222	-0.0149	-0.0205	-0.0249	-0.0482
ASPI	"[""ASPI""]"	nACSXlGqva	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating ASP Isotopes Inc. (ASPI) And Encourages Investors to Connect	ACCESSWIRE	112.87	0.1383	0.0647	0.7969	0.0736	positive		YES	NASDAQ	6.5	20.37	2026-05-10 11:00:01				-0.09	-0.0538	-0.0189	0.0328	-0.0211	-0.1308
ERAS	"[""ERAS""]"	nACSL1tXka	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating Erasca, Inc. (ERAS) And Encourages Stockholders to Connect	ACCESSWIRE	186.79	0.1146	0.0421	0.8433	0.0725	positive		YES	NASDAQ	11.15	9.42	2026-05-10 11:00:01				-0.1834	-0.0987	-0.0487	-0.0655	-0.0702	-0.1834
GEMI	"[""GEMI""]"	nACSCYJbDa	2026-05-10 11:00:02	Class Action Litigation Now Underway by Pomerantz LLP Against Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	0.1516	0.1184	0.73	0.0332	neutral		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-10 11:00:02				-0.0384	-0.0579	-0.0055	0.809	0.0393	-0.0745
POET	"[""POET""]"	nACSJTDl1a	2026-05-10 11:00:02	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against POET Technologies Inc. (POET) And Encourages Shareholders to Reach Out	ACCESSWIRE	90.52	0.2598	0.0729	0.6673	0.187	positive		YES	NASDAQ	14.36	28.33	2026-05-10 11:00:02				-0.1781	-0.3263	-0.0844	0.3494	-0.1764	-0.3994
FCHL	"[""FCHL""]"	nACSZ60qDa	2026-05-10 11:00:02	Pomerantz LLP Calls Attention to Class Action Involving Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	0.159	0.191	0.65	-0.032	neutral		NO:sentiment_score	NASDAQ	2.23	17.99	2026-05-10 11:00:02				-0.1939	-0.2277	-0.0596	0.11	-0.0688	-0.3161
CWH	"[""CWH""]"	nACSgmbCCa	2026-05-10 11:00:02	Pomerantz LLP Reminds Investors with Losses on their Investment in Camping World Holdings, Inc.  – CWH	ACCESSWIRE	58.96	0.0561	0.8225	0.1215	-0.7664	negative		NO:sentiment_score	NYSE	7.57	0.8	2026-05-10 11:00:02				-0.1442	-0.1858	-0.0669	0.4411	-0.0801	-0.2122
MNDY	"[""MNDY"", ""6B6""]"	nACShw5Kla	2026-05-10 11:00:02	Pomerantz LLP Notifies Investors of Class Action Filing Against monday.com Ltd.  – MNDY	ACCESSWIRE	41.34	0.0806	0.2841	0.6353	-0.2036	negative		NO:sentiment_score	NYSE	93.35	27.77	2026-05-10 11:00:02				-0.3058	-0.4304	-0.1311	0.11	-0.1277	-0.5278
6B6	"[""MNDY"", ""6B6""]"	nACShw5Kla	2026-05-10 11:00:02	Pomerantz LLP Notifies Investors of Class Action Filing Against monday.com Ltd.  – MNDY	ACCESSWIRE		0.0806	0.2841	0.6353	-0.2036	negative		NO:sentiment_score,Float	NYSE			2026-05-10 11:00:02				-0.3058	-0.4304	-0.1311	0.11	-0.1277	-0.5278
METC	"[""METC""]"	nACSVdmPwa	2026-05-10 11:00:03	Ramaco Resources, Inc. (METC) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	47.19	0.1664	0.0404	0.7932	0.126	positive		YES	NASDAQ	15.7	6.01	2026-05-10 11:00:03				-0.0077	-0.0058	-0.0048	-0.007	-0.0083	-0.0077
UHG	"[""UHG""]"	nACSfRLmBa	2026-05-10 11:00:03	UHG INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that United Homes Group, Inc. Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	11.21	0.1251	0.302	0.5729	-0.1769	negative		NO:sentiment_score	NASDAQ			2026-05-10 11:00:03				0.0148	0.0173	0.019	0.3341	-0.0256	0.0144
LAKE	"[""LAKE""]"	nACSK9rhka	2026-05-10 11:00:03	Bronstein, Gewirtz & Grossman, LLC Is Investigating Lakeland Industries, Inc. (LAKE) And Encourages Investors to Connect	ACCESSWIRE	8.44	0.1942	0.0358	0.7701	0.1584	positive		YES	NASDAQ	11.36	-1.22	2026-05-10 11:00:04				0.0	-0.0042	-0.0038	-0.0038	-0.0086	0.0
NUAI	"[""NUAI""]"	nACSd0ZxVa	2026-05-10 11:00:04	Pomerantz LLP Informs Shareholders of Securities Class Action Against New Era Energy & Digital, Inc.  – NUAI	ACCESSWIRE	73.85	0.125	0.1718	0.7032	-0.0469	neutral		NO:sentiment_score	NASDAQ	5.57	11.4	2026-05-10 11:00:04				-0.1398	-0.2247	-0.0759	0.0633	-0.0487	-0.2621
DMRC	"[""DMRC""]"	nACS6zv3ta	2026-05-10 11:00:04	Bronstein, Gewirtz & Grossman, LLC Encourages Digimarc Corporation (DMRC) Stockholders to Inquire about Securities Investigation 	ACCESSWIRE	16.8	0.1551	0.0177	0.8272	0.1373	positive		YES	NASDAQ	9.52	5.31	2026-05-10 11:00:04				0.0	-0.0042	-0.0038	-0.0038	-0.0086	0.0
VITL	"[""VITL""]"	nACSQBxgKa	2026-05-10 11:00:04	Pomerantz LLP Shares Class Action Details With Investors in Vital Farms, Inc.  – VITL	ACCESSWIRE	36.68	0.1443	0.0445	0.8112	0.0998	positive		YES	NASDAQ	9.11	1.9	2026-05-10 11:00:04				-0.422	-0.4251	-0.2475	0.1359	-0.2201	-0.4601
FSK	"[""FSK""]"	nACSQTjVJa	2026-05-10 11:00:04	Pomerantz LLP Alerts Shareholders to Investor Suit Filed Against FS KKR Capital Corp.  – FSK	ACCESSWIRE	279.32	0.1205	0.1315	0.748	-0.011	neutral		NO:sentiment_score	NYSE	11.06	1.0	2026-05-10 11:00:04				-0.3397	-0.3724	-0.1688	0.6244	-0.1664	-0.4221
VTGN	"[""VTGN""]"	nACS22Xtca	2026-05-10 11:00:04	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Vistagen Therapeutics, Inc. (VTGN) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	33.78	0.2205	0.0712	0.7082	0.1493	positive		YES	NASDAQ	0.7	12.9	2026-05-10 11:00:04				-0.0139	-0.0083	-0.0063	-0.009	-0.0107	-0.0139
BW	"[""BW""]"	nACSBjWQRa	2026-05-10 11:00:04	Pomerantz LLP Pursues Class Action Lawsuit Against Babcock & Wilcox Enterprises, Inc.  – BW	ACCESSWIRE	130.21	0.1468	0.2264	0.6268	-0.0796	negative		NO:sentiment_score	NYSE	19.17	31.84	2026-05-10 11:00:05				0.105	0.1749	0.0687	0.4074	0.1015	0.1979
SES	"[""SES""]"	nACSww9JZa	2026-05-10 11:00:05	Pomerantz LLP Advises Shareholders of Class Action Involving SES AI Corporation  – SES	ACCESSWIRE	236.25	0.154	0.1379	0.7081	0.0161	neutral		NO:sentiment_score	NYSE	1.06	13.98	2026-05-10 11:00:05				-0.2536	-0.3428	-0.1124	0.0551	-0.0967	-0.4247
PMI	"[""PMI""]"	nACS5yw56a	2026-05-10 11:00:05	Picard Medical, Inc. (PMI) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	24.95	0.1725	0.0262	0.8012	0.1463	positive		YES	NYSE American	0.22	4.76	2026-05-10 11:00:05				-0.0908	-0.0502	-0.0177	0.0372	-0.0196	-0.1193
IMMP	"[""IMMP"", ""IMM""]"	nACSRR1Bfa	2026-05-10 11:00:05	 IMMP SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Immutep Limited Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	146.13	0.1668	0.3266	0.5066	-0.1598	negative		NO:sentiment_score	NASDAQ	0.46	2.22	2026-05-10 11:00:05				0.0632	0.0504	0.0376	0.3341	0.0038	0.0648
IMM	"[""IMMP"", ""IMM""]"	nACSRR1Bfa	2026-05-10 11:00:05	 IMMP SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Immutep Limited Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE		0.1668	0.3266	0.5066	-0.1598	negative		NO:sentiment_score,Float	NASDAQ			2026-05-10 11:00:05				0.0632	0.0504	0.0376	0.3341	0.0038	0.0648
GOSS	"[""GOSS""]"	nACSxL5fDa	2026-05-10 11:00:05	Pomerantz LLP Issues Important Reminder to Investors in Gossamer Bio, Inc.  of Class Action Filing – GOSS	ACCESSWIRE	204.1	0.2299	0.0663	0.7038	0.1637	positive		YES	NASDAQ	0.34	3.03	2026-05-10 11:00:05				0.0266	0.0193	0.0287	0.4185	0.0152	0.0159
GO	"[""GO""]"	nACSdW3BHa	2026-05-10 11:00:06	Class Action Lawsuit Reminder from Pomerantz LLP for Investors of Grocery Outlet Holding Corp.  – GO	ACCESSWIRE	90.72	0.1628	0.108	0.7292	0.0548	positive		YES	NASDAQ	8.25	-1.67	2026-05-10 11:00:06				-0.1491	-0.193	-0.06	0.1073	-0.0566	-0.2384
LEE	"[""LEE""]"	nACSVgYfVa	2026-05-10 11:00:07	Bronstein, Gewirtz & Grossman, LLC Encourages Lee Enterprises, Inc. (LEE) Investors to Inquire about Securities Investigation	ACCESSWIRE	5.91	0.0929	0.0257	0.8815	0.0672	positive		YES	NASDAQ	8.28	3.76	2026-05-10 11:00:07				-0.1949	-0.1346	-0.0327	-0.084	-0.0536	-0.293
BZAI	"[""BZAI""]"	nACS6nrMFa	2026-05-10 11:00:07	Bronstein, Gewirtz & Grossman, LLC Encourages Blaize Holdings, Inc. (BZAI) Investors to Inquire about Securities Investigation	ACCESSWIRE	83.57	0.2122	0.0436	0.7441	0.1686	positive		YES	NASDAQ	1.92	2.13	2026-05-10 11:00:07				-0.0549	-0.0268	-0.0166	-0.0227	-0.0276	-0.0549
FTFT	"[""FTFT""]"	nACSsXq3Xa	2026-05-10 11:00:08	Bronstein, Gewirtz & Grossman, LLC Encourages Future FinTech Group Inc. (FTFT) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	2.33	0.1638	0.0412	0.795	0.1226	positive		YES	NASDAQ	1.29	6.61	2026-05-10 11:00:08				-0.0084	-0.0059	-0.005	-0.0072	-0.0086	-0.0084
ATRA	"[""ATRA""]"	nACSM1R3ya	2026-05-10 11:00:09	Class Action Initiated by Pomerantz LLP Concerning Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	0.1507	0.1283	0.721	0.0223	neutral		NO:sentiment_score	NASDAQ	9.84	4.68	2026-05-10 11:00:09				-0.1282	-0.2673	-0.0669	0.4855	-0.0088	-0.3081
CMPX	"[""CMPX""]"	nACS2r8Rva	2026-05-10 11:00:09	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Compass Therapeutics, Inc. (CMPX) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	120.66	0.2465	0.0793	0.6742	0.1671	positive		YES	NASDAQ	1.91	4.37	2026-05-10 11:00:09				-0.054	-0.2272	-0.0239	0.1983	-0.0171	-0.2845
GEMI	"[""GEMI""]"	nGNX2G1DJm	2026-05-10 11:37:00	"GEMI 8-DAY DEADLINE: Lawsuit Alleges IPO Documents Concealed Impending ""Corporate Pivot"" and Executive Turmoil - Gemini Space Station Investors Face Losses– Hagens Berman"	Globe Newswire	38.2	0.0917	0.7528	0.1555	-0.661	negative		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-10 11:37:00				-0.0732	-0.2108	-0.0411	0.3502	-0.1174	-0.2385
SES	"[""SES""]"	nGNX3ZNX9w	2026-05-10 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges SES AI Corporation Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	236.25	0.1003	0.2767	0.6229	-0.1764	negative		NO:sentiment_score	NYSE	1.06	13.98	2026-05-10 12:00:00				0.0346	0.0126	0.0284	0.3011	-0.0134	0.0086
ALDX	"[""ALDX""]"	nGNX85XwSl	2026-05-10 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Aldeyra Therapeutics, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	55.6	0.1553	0.2714	0.5732	-0.1161	negative		NO:sentiment_score	NASDAQ	1.77	1.14	2026-05-10 12:00:00				-0.2985	-0.2985	-0.2985	-0.2985	-0.2985	-0.2985
POET	"[""POET""]"	nGNX6LPlXJ	2026-05-10 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges POET Technologies Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	90.52	0.12	0.2472	0.6327	-0.1272	negative		NO:sentiment_score	NASDAQ	14.36	28.33	2026-05-10 12:00:00				-0.1541	-0.1519	-0.053	-0.0946	-0.0892	-0.2366
